symbol,name,country
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,United States
SDOT,Sadot Group Inc. Common Stock,United States
SDST,Stardust Power Inc. Common Stock,United States
SDSTW,Stardust Power Inc. Warrant,United States
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States
SEAT,Vivid Seats Inc. Class A Common Stock,United States
SEATW,Vivid Seats Inc. Warrant,United States
SEB,Seaboard Corporation Common Stock,United States
SEE,Sealed Air Corporation Common Stock,United States
SEER,Seer Inc. Class A Common Stock,United States
SEG,Seaport Entertainment Group Inc. Common Stock,United States
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,United States
SEIC,SEI Investments Company Common Stock,United States
SELF,Global Self Storage Inc. Common Stock,United States
SEM,Select Medical Holdings Corporation Common Stock,United States
SEMR,SEMrush Holdings Inc. Class A Common Stock,United States
SENEA,Seneca Foods Corp. Class A Common Stock,United States
SENEB,Seneca Foods Corp. Class B Common Stock,United States
SENS,Senseonics Holdings Inc. Common Stock,United States
SEPN,Septerna Inc. Common Stock,United States
SERA,Sera Prognostics Inc. Class A Common Stock,United States
SERV,Serve Robotics Inc. Common Stock,United States
SES,SES AI Corporation Class A Common Stock,United States
SEVN,Seven Hills Realty Trust Common Stock,United States
SEZL,Sezzle Inc. Common Stock,United States
SF,Stifel Financial Corporation Common Stock,United States
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States
SFBC,Sound Financial Bancorp Inc. Common Stock,United States
SFBS,ServisFirst Bancshares Inc. Common Stock,United States
SFD,Smithfield Foods Inc. Common Stock,United States
SFIX,Stitch Fix Inc. Class A Common Stock,United States
SFM,Sprouts Farmers Market Inc. Common Stock,United States
SFNC,Simmons First National Corporation Class A Common Stock,United States
SFST,Southern First Bancshares Inc. Common Stock,United States
SG,Sweetgreen Inc. Class A Common Stock,United States
SGA,Saga Communications Inc. Class A Common Stock (FL),United States
SGBX,Safe & Green Holdings Corp. Common Stock,United States
SGC,Superior Group of Companies Inc. Common Stock,United States
SGD,Safe and Green Development Corporation Common Stock,United States
SGHT,Sight Sciences Inc. Common Stock,United States
SGI,Somnigroup International Inc. Common Stock,United States
SGLY,Singularity Future Technology Ltd. Common Stock,United States
SGMA,SigmaTron International Inc. Common Stock,United States
SGMO,Sangamo Therapeutics Inc. Common Stock,United States
SGMT,Sagimet Biosciences Inc. Series A Common Stock,United States
SGRP,SPAR Group Inc. Common Stock,United States
SGRY,Surgery Partners Inc. Common Stock,United States
SGU,Star Group L.P. Common Stock,United States
SHAK,Shake Shack Inc. Class A Common Stock,United States
SHBI,Shore Bancshares Inc Common Stock,United States
SHC,Sotera Health Company Common Stock,United States
SHEN,Shenandoah Telecommunications Co Common Stock,United States
SHFS,SHF Holdings Inc. Class A Common Stock,United States
SHFSW,SHF Holdings Inc. Warrants,United States
SHIM,Shimmick Corporation Common Stock,United States
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States
SHOO,Steven Madden Ltd. Common Stock,United States
SHOT,Safety Shot Inc. Common Stock,United States
SHOTW,Safety Shot Inc. Warrant,United States
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States
SHW,Sherwin-Williams Company (The) Common Stock,United States
SHYF,The Shyft Group Inc. Common Stock,United States
SIBN,SI-BONE Inc. Common Stock,United States
SIDU,Sidus Space Inc. Class A Common Stock,United States
SIEB,Siebert Financial Corp. Common Stock,United States
SIF,SIFCO Industries Inc. Common Stock,United States
SIGA,SIGA Technologies Inc. Common Stock,United States
SIGI,Selective Insurance Group Inc. Common Stock,United States
SILA,Sila Realty Trust Inc. Common Stock,United States
SILO,Silo Pharma Inc. Common Stock,United States
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,United States
SIMAU,SIM Acquisition Corp. I Unit,United States
SIMAW,SIM Acquisition Corp. I Warrant,United States
SINT,SiNtx Technologies Inc. Common Stock,United States
SION,Sionna Therapeutics Inc. Common Stock,United States
SIRI,SiriusXM Holdings Inc. Common Stock,United States
SITC,SITE Centers Corp. Common Stock,United States
SITE,SiteOne Landscape Supply Inc. Common Stock,United States
SITM,SiTime Corporation Common Stock,United States
SJM,The J.M. Smucker Company Common Stock,United States
SJT,San Juan Basin Royalty Trust Common Stock,United States
SJW,SJW Group Common Stock,United States
SKGR,SK Growth Opportunities Corporation Class A Common Stock,United States
SKGRU,SK Growth Opportunities Corporation Unit,United States
SKGRW,SK Growth Opportunities Corporation Warrant,United States
SKIL,Skillsoft Corp. Class A Common Stock,United States
SKIN,The Beauty Health Company Class A Common Stock,United States
SKLZ,Skillz Inc. Class A Common Stock,United States
SKT,Tanger Inc. Common Stock,United States
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States
SKX,Skechers U.S.A. Inc. Common Stock,United States
SKY,Champion Homes Inc. Common Stock,United States
SKYE,Skye Bioscience Inc. Common Stock,United States
SKYH,Sky Harbour Group Corporation Class A Common Stock,United States
SKYQ,Sky Quarry Inc. Common Stock,United States
SKYT,SkyWater Technology Inc. Common Stock,United States
SKYW,SkyWest Inc. Common Stock,United States
SKYX,SKYX Platforms Corp. Common Stock,United States
SLAB,Silicon Laboratories Inc. Common Stock,United States
SLDB,Solid Biosciences Inc. Common Stock,United States
SLDP,Solid Power Inc. Class A Common Stock,United States
SLDPW,Solid Power Inc. Warrant,United States
SLE,Super League Enterprise Inc. Common Stock,United States
SLG,SL Green Realty Corp Common Stock,United States
SLGN,Silgan Holdings Inc. Common Stock,United States
SLM,SLM Corporation Common Stock,United States
SLND,Southland Holdings Inc. Common Stock,United States
SLNG,Stabilis Solutions Inc. Common Stock,United States
SLNH,Soluna Holdings Inc. Common Stock,United States
SLNO,Soleno Therapeutics Inc. Common Stock,United States
SLP,Simulations Plus Inc. Common Stock,United States
SLQT,SelectQuote Inc. Common Stock,United States
SLRC,SLR Investment Corp. Common Stock,United States
SLRN,ACELYRIN INC. Common Stock,United States
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States
SLS,SELLAS Life Sciences Group Inc. Common Stock,United States
SLVM,Sylvamo Corporation Common Stock,United States
SM,SM Energy Company Common Stock,United States
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States
SMBK,SmartFinancial Inc. Common Stock,United States
SMC,Summit Midstream Corporation Common Stock,United States
SMCI,Super Micro Computer Inc. Common Stock,United States
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States
SMHI,SEACOR Marine Holdings Inc. Common Stock ,United States
SMID,Smith-Midland Corporation Common Stock,United States
SMLR,Semler Scientific Inc. Common Stock,United States
SMMT,Summit Therapeutics Inc. Common Stock ,United States
SMSI,Smith Micro Software Inc. Common Stock,United States
SMTC,Semtech Corporation Common Stock,United States
SMTI,Sanara MedTech Inc. Common Stock,United States
SMXT,Solarmax Technology Inc. Common Stock,United States
SN,SharkNinja Inc. Ordinary Shares,United States
SNA,Snap-On Incorporated Common Stock,United States
SNAL,Snail Inc. Class A Common Stock,United States
SNAP,Snap Inc. Class A Common Stock,United States
SNBR,Sleep Number Corporation Common Stock,United States
SNCR,Synchronoss Technologies Inc. Common Stock,United States
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,United States
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States
SND,Smart Sand Inc. Common Stock,United States
SNDA,Sonida Senior Living Inc. Common Stock,United States
SNDK,Sandisk Corporation Common Stock,United States
SNDR,Schneider National Inc. Common Stock,United States
SNDX,Syndax Pharmaceuticals Inc. Common Stock,United States
SNES,SenesTech Inc. Common Stock,United States
SNEX,StoneX Group Inc. Common Stock,United States
SNFCA,Security National Financial Corporation Class A Common Stock,United States
SNGX,Soligenix Inc. Common Stock,United States
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,United States
SNOW,Snowflake Inc. Class A Common Stock,United States
SNPS,Synopsys Inc. Common Stock,United States
SNPX,Synaptogenix Inc. Common Stock,United States
SNSE,Sensei Biotherapeutics Inc. Common Stock,United States
SNTI,Senti Biosciences Inc. Common Stock,United States
SNV,Synovus Financial Corp. Common Stock,United States
SNX,TD SYNNEX Corporation Common Stock,United States
SNYR,Synergy CHC Corp. Common Stock,United States
SO,Southern Company (The) Common Stock,United States
SOBR,SOBR Safe Inc. Common Stock,United States
SOC,Sable Offshore Corp. Common Stock,United States
SOFI,SoFi Technologies Inc. Common Stock  ,United States
SOHO,Sotherly Hotels Inc. Common Stock,United States
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States
SOJF,Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085,United States
SOLV,Solventum Corporation Common Stock,United States
SON,Sonoco Products Company Common Stock,United States
SOND,Sonder Holdings Inc. Class A Common Stock,United States
SONDW,Sonder Holdings Inc. Warrants,United States
SONM,Sonim Technologies Inc. Common Stock,United States
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,United States
SONO,Sonos Inc. Common Stock,United States
SOPA,Society Pass Incorporated Common Stock,United States
SOR,Source Capital Inc. Cmn Shs of BI,United States
SOTK,Sono-Tek Corporation Common Stock,United States
SOUN,SoundHound AI Inc Class A Common Stock,United States
SOUNW,SoundHound AI Inc. Warrant,United States
SOWG,Sow Good Inc. Common Stock,United States
SPAI,Safe Pro Group Inc. Common Stock,United States
SPB,Spectrum Brands Holdings Inc. Common Stock,United States
SPCE,Virgin Galactic Holdings Inc. Common Stock,United States
SPE,Special Opportunities Fund Inc Common Stock,United States
SPFI,South Plains Financial Inc. Common Stock,United States
SPG,Simon Property Group Inc. Common Stock,United States
SPGC,Sacks Parente Golf Inc. Common Stock,United States
SPGI,S&P Global Inc. Common Stock,United States
SPH,Suburban Propane Partners L.P. Common Stock,United States
SPHA,Shepherd Ave Capital Acquisition Corporation Class A Ordinary shares,United States
SPHAR,Shepherd Ave Capital Acquisition Corporation Right,United States
SPHR,Sphere Entertainment Co. Class A Common Stock,United States
SPIR,Spire Global Inc. Class A Common Stock,United States
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,United States
SPKLW,Spark I Acquisition Corp. Warrant,United States
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,United States
SPOK,Spok Holdings Inc. Common Stock,United States
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States
SPRB,Spruce Biosciences Inc. Common Stock,United States
SPRO,Spero Therapeutics Inc. Common Stock,United States
SPRU,Spruce Power Holding Corporation Class A Common Stock,United States
SPRY,ARS Pharmaceuticals Inc. Common Stock,United States
SPSC,SPS Commerce Inc. Common Stock,United States
SPT,Sprout Social Inc Class A Common Stock,United States
SPTN,SpartanNash Company Common Stock,United States
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,United States
SPXC,SPX Technologies Inc. Common Stock,United States
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States
SQFT,Presidio Property Trust Inc. Class A Common Stock,United States
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,United States
SR,Spire Inc. Common Stock,United States
SRBK,SR Bancorp Inc. Common stock,United States
SRCE,1st Source Corporation Common Stock,United States
SRDX,Surmodics Inc. Common Stock,United States
SRE,DBA Sempra Common Stock,United States
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,United States
SRG,Seritage Growth Properties Class A Common Stock,United States
SRI,Stoneridge Inc. Common Stock,United States
SRM,SRM Entertainment Inc. Common Stock,United States
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States
SRRK,Scholar Rock Holding Corporation Common Stock,United States
SRTS,Sensus Healthcare Inc. Common Stock,United States
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,United States
SRZN,Surrozen Inc. Common Stock,United States
SRZNW,Surrozen Inc. Warrant,United States
SSB,SouthState Corporation Common Stock,United States
SSBI,Summit State Bank Common Stock,United States
SSBK,Southern States Bancshares Inc. Common Stock,United States
SSD,Simpson Manufacturing Company Inc. Common Stock,United States
SSKN,Strata Skin Sciences Inc. Common Stock,United States
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States
SSP,E.W. Scripps Company (The) Class A Common Stock,United States
SSSS,SuRo Capital Corp. Common Stock,United States
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,United States
SST,System1 Inc. Class A Common Stock,United States
SSTI,SoundThinking Inc. Common Stock,United States
SSTK,Shutterstock Inc. Common Stock,United States
SSY,SunLink Health Systems Inc. Common Stock,United States
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States
STAA,STAAR Surgical Company Common Stock,United States
STAG,Stag Industrial Inc. Common Stock,United States
STAI,ScanTech AI Systems Inc. Common stock,United States
STBA,S&T Bancorp Inc. Common Stock,United States
STC,Stewart Information Services Corporation Common Stock,United States
STE,STERIS plc (Ireland) Ordinary Shares,United States
STEL,Stellar Bancorp Inc. Common Stock,United States
STEM,Stem Inc. Class A Common Stock,United States
STEP,StepStone Group Inc. Class A Common Stock,United States
STEW,SRH Total Return Fund Inc. Common Stock,United States
STHO,Star Holdings Shares of Beneficial Interest,United States
STI,Solidion Technology Inc. Common Stock,United States
STIM,Neuronetics Inc. Common Stock,United States
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States
STKS,The ONE Group Hospitality Inc. Common Stock,United States
STLD,Steel Dynamics Inc.,United States
STOK,Stoke Therapeutics Inc. Common Stock,United States
STR,Sitio Royalties Corp. Class A Common Stock,United States
STRA,Strategic Education Inc. Common Stock,United States
STRL,Sterling Infrastructure Inc. Common Stock,United States
STRM,Streamline Health Solutions Inc. Common Stock,United States
STRO,Sutro Biopharma Inc. Common Stock,United States
STRR,Star Equity Holdings Inc. Common Stock,United States
STRS,Stratus Properties Inc. Common Stock,United States
STRT,STRATTEC SECURITY CORPORATION Common Stock,United States
STSS,Sharps Technology Inc. Common Stock,United States
STSSW,Sharps Technology Inc. Warrant,United States
STT,State Street Corporation Common Stock,United States
STTK,Shattuck Labs Inc. Common Stock,United States
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States
STXS,Stereotaxis Inc. Common Stock,United States
STZ,Constellation Brands Inc. Common Stock,United States
SUI,Sun Communities Inc. Common Stock,United States
SUN,Sunoco LP Common Units representing limited partner interests,United States
SUNE,SUNation Energy Inc. Common Stock,United States
SUNS,Sunrise Realty Trust Inc. Common Stock,United States
SUP,Superior Industries International Inc. Common Stock (DE),United States
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States
SURG,SurgePays Inc. Common Stock,United States
SVC,Service Properties Trust Common Stock,United States
SVCCU,Stellar V Capital Corp. Unit,United States
SVCO,Silvaco Group Inc. Common Stock,United States
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,United States
SVIIR,Spring Valley Acquisition Corp. II Rights,United States
SVIIW,Spring Valley Acquisition Corp. II Warrant,United States
SVRA,Savara Inc. Common Stock,United States
SVT,Servotronics Inc. Common Stock,United States
SVV,Savers Value Village Inc. Common Stock,United States
SWAG,Stran & Company Inc. Common Stock,United States
SWAGW,Stran & Company Inc. Warrant,United States
SWBI,Smith & Wesson Brands Inc. Common Stock,United States
SWI,SolarWinds Corporation Common Stock,United States
SWIM,Latham Group Inc. Common Stock,United States
SWK,Stanley Black & Decker Inc. Common Stock,United States
SWKH,SWK Holdings Corporation Common Stock,United States
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,United States
SWKS,Skyworks Solutions Inc. Common Stock,United States
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States
SXC,SunCoke Energy Inc. Common Stock,United States
SXI,Standex International Corporation Common Stock,United States
SXT,Sensient Technologies Corporation Common Stock,United States
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,United States
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,United States
SYBT,Stock Yards Bancorp Inc. Common Stock,United States
SYBX,Synlogic Inc. Common Stock,United States
SYF,Synchrony Financial Common Stock,United States
SYK,Stryker Corporation Common Stock,United States
SYM,Symbotic Inc. Class A Common Stock,United States
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States
SYPR,Sypris Solutions Inc. Common Stock,United States
SYRA,Syra Health Corp. Class A Common Stock,United States
SYRE,Spyre Therapeutics Inc. Common Stock,United States
SYRS,Syros Pharmaceuticals Inc. Common Stock,United States
SYY,Sysco Corporation Common Stock,United States
T,AT&T Inc.,United States
TACT,TransAct Technologies Incorporated Common Stock,United States
TAIT,Taitron Components Incorporated Class A Common Stock,United States
TALK,Talkspace Inc. Common Stock,United States
TALKW,Talkspace Inc. Warrant,United States
TALO,Talos Energy Inc. Common Stock,United States
TARA,Protara Therapeutics Inc.  Common Stock,United States
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States
TASK,TaskUs Inc. Class A Common Stock,United States
TAVI,Tavia Acquisition Corp. Ordinary Shares,United States
TAVIR,Tavia Acquisition Corp. Right,United States
TAVIU,Tavia Acquisition Corp. Unit,United States
TAYD,Taylor Devices Inc. Common Stock,United States
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States
TBBK,The Bancorp Inc Common Stock,United States
TBCH,Turtle Beach Corporation Common Stock,United States
TBI,TrueBlue Inc. Common Stock,United States
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,United States
TBMC,Trailblazer Merger Corporation I Class A Common Stock,United States
TBMCR,Trailblazer Merger Corporation I Rights,United States
TBNK,Territorial Bancorp Inc. Common Stock,United States
TBRG,TruBridge Inc. Common Stock,United States
TCBI,Texas Capital Bancshares Inc. Common Stock,United States
TCBK,TriCo Bancshares Common Stock,United States
TCBS,Texas Community Bancshares Inc. Common Stock,United States
TCBX,Third Coast Bancshares Inc. Common Stock,United States
TCI,Transcontinental Realty Investors Inc. Common Stock,United States
TCMD,Tactile Systems Technology Inc. Common Stock,United States
TCPC,BlackRock TCP Capital Corp. Common Stock,United States
TCRT,Alaunos Therapeutics Inc. Common Stock,United States
TCRX,TScan Therapeutics Inc. Common Stock,United States
TDAC,Translational Development Acquisition Corp. Ordinary Shares,United States
TDACU,Translational Development Acquisition Corp. Units,United States
TDACW,Translational Development Acquisition Corp. Warrants,United States
TDC,Teradata Corporation Common Stock,United States
TDF,Templeton Dragon Fund Inc. Common Stock,United States
TDG,Transdigm Group Incorporated Common Stock,United States
TDOC,Teladoc Health Inc. Common Stock,United States
TDS,Telephone and Data Systems Inc. Common Shares,United States
TDUP,ThredUp Inc. Class A Common Stock,United States
TDW,Tidewater Inc. Common Stock,United States
TDY,Teledyne Technologies Incorporated Common Stock,United States
TECH,Bio-Techne Corp Common Stock,United States
TECX,Tectonic Therapeutic Inc. Common Stock,United States
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States
TELA,TELA Bio Inc. Common Stock,United States
TELO,Telomir Pharmaceuticals Inc. Common Stock,United States
TEM,Tempus AI Inc. Class A Common Stock,United States
TENB,Tenable Holdings Inc. Common Stock,United States
TENX,Tenax Therapeutics Inc. Common Stock,United States
TER,Teradyne Inc. Common Stock,United States
TERN,Terns Pharmaceuticals Inc. Common Stock,United States
TEX,Terex Corporation Common Stock,United States
TFC,Truist Financial Corporation Common Stock,United States
TFIN,Triumph Financial Inc. Common Stock,United States
TFSL,TFS Financial Corporation Common Stock,United States
TFX,Teleflex Incorporated Common Stock,United States
TG,Tredegar Corporation Common Stock,United States
TGI,Triumph Group Inc. Common Stock,United States
TGL,Treasure Global Inc. Common Stock,United States
TGNA,TEGNA Inc,United States
TGT,Target Corporation Common Stock,United States
TGTX,TG Therapeutics Inc. Common Stock,United States
TH,Target Hospitality Corp. Common Stock,United States
THAR,Tharimmune Inc. Common Stock,United States
THC,Tenet Healthcare Corporation Common Stock,United States
THFF,First Financial Corporation Indiana Common Stock,United States
THG,Hanover Insurance Group Inc,United States
THO,Thor Industries Inc. Common Stock,United States
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,United States
THR,Thermon Group Holdings Inc. Common Stock,United States
THRD,Third Harmonic Bio Inc. Common Stock,United States
THRM,Gentherm Inc Common Stock,United States
THRY,Thryv Holdings Inc. Common Stock,United States
THS,Treehouse Foods Inc. Common Stock,United States
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,United States
TIL,Instil Bio Inc. Common Stock,United States
TILE,Interface Inc. Common Stock,United States
TIPT,Tiptree Inc. Common Stock,United States
TISI,Team Inc. Common Stock,United States
TITN,Titan Machinery Inc. Common Stock,United States
TIVC,Tivic Health Systems Inc. Common Stock,United States
TJX,TJX Companies Inc. (The) Common Stock,United States
TKNO,Alpha Teknova Inc. Common Stock,United States
TKO,TKO Group Holdings Inc. Class A Common Stock,United States
TKR,Timken Company (The) Common Stock,United States
TLF,Tandy Leather Factory Inc. Common Stock,United States
TLN,Talen Energy Corporation Common Stock,United States
TLPH,Talphera Inc. Common Stock,United States
TLRY,Tilray Brands Inc. Common Stock ,United States
TLS,Telos Corporation Common Stock,United States
TLSI,TriSalus Life Sciences Inc. Common Stock,United States
TLSIW,TriSalus Life Sciences Inc. Warrant,United States
TLYS,Tilly's Inc. Common Stock,United States
TMCI,Treace Medical Concepts Inc. Common Stock,United States
TMDX,TransMedics Group Inc. Common Stock,United States
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,United States
TMHC,Taylor Morrison Home Corporation Common Stock,United States
TMO,Thermo Fisher Scientific Inc Common Stock,United States
TMP,Tompkins Financial Corporation Common Stock,United States
TMUS,T-Mobile US Inc. Common Stock,United States
TNC,Tennant Company Common Stock,United States
TNDM,Tandem Diabetes Care Inc. Common Stock,United States
TNET,TriNet Group Inc. Common Stock,United States
TNFA,TNF Pharmaceuticals Inc. Common Stock,United States
TNGX,Tango Therapeutics Inc.,United States
TNL,Travel   Leisure Co. Common  Stock,United States
TNON,Tenon Medical Inc. Common Stock,United States
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States
TNYA,Tenaya Therapeutics Inc. Common Stock,United States
TOI,The Oncology Institute Inc. Common Stock,United States
TOIIW,The Oncology Institute Inc. Warrant,United States
TOL,Toll Brothers Inc. Common Stock,United States
TOMZ,TOMI Environmental Solutions Inc. Common Stock,United States
TOON,Kartoon Studios Inc. Common Stock,United States
TOST,Toast Inc. Class A Common Stock,United States
TOVX,Theriva Biologics Inc. Common Stock,United States
TOWN,TowneBank Common Stock,United States
TPB,Turning Point Brands Inc. Common Stock,United States
TPC,Tutor Perini Corporation Common Stock,United States
TPCS,TechPrecision Corporation Common stock,United States
TPG,TPG Inc. Class A Common Stock,United States
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,United States
TPH,Tri Pointe Homes Inc. Common Stock,United States
TPIC,TPI Composites Inc. Common Stock,United States
TPL,Texas Pacific Land Corporation Common Stock,United States
TPR,Tapestry Inc. Common Stock,United States
TPST,Tempest Therapeutics Inc. Common Stock,United States
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,United States
TR,Tootsie Roll Industries Inc. Common Stock,United States
TRAK,ReposiTrak Inc. Common Stock,United States
TRAW,Traws Pharma Inc. Common Stock,United States
TRC,Tejon Ranch Co Common Stock,United States
TRDA,Entrada Therapeutics Inc. Common Stock,United States
TREE,LendingTree Inc. Common Stock,United States
TREX,Trex Company Inc. Common Stock,United States
TRGP,Targa Resources Inc. Common Stock,United States
TRI,Thomson Reuters Corporation Common Shares,United States
TRIN,Trinity Capital Inc. Common Stock,United States
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,United States
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,United States
TRIP,TripAdvisor Inc. Common Stock,United States
TRMB,Trimble Inc. Common Stock,United States
TRMK,Trustmark Corporation Common Stock,United States
TRML,Tourmaline Bio Inc. Common Stock,United States
TRN,Trinity Industries Inc. Common Stock,United States
TRNO,Terreno Realty Corporation Common Stock,United States
TRNR,Interactive Strength Inc. Common Stock,United States
TRNS,Transcat Inc. Common Stock,United States
TROW,T. Rowe Price Group Inc. Common Stock,United States
TROX,Tronox Holdings plc Ordinary Shares (UK),United States
TRS,TriMas Corporation Common Stock,United States
TRST,TrustCo Bank Corp NY Common Stock,United States
TRT,Trio-Tech International Common Stock,United States
TRTX,TPG RE Finance Trust Inc. Common Stock,United States
TRU,TransUnion Common Stock,United States
TRUE,TrueCar Inc. Common Stock,United States
TRUG,TruGolf Holdings Inc. Class A Common Stock,United States
TRUP,Trupanion Inc. Common Stock,United States
TRV,The Travelers Companies Inc. Common Stock,United States
TRVI,Trevi Therapeutics Inc. Common Stock,United States
TSBK,Timberland Bancorp Inc. Common Stock,United States
TSBX,Turnstone Biologics Corp. Common Stock,United States
TSCO,Tractor Supply Company Common Stock,United States
TSE,Trinseo PLC Ordinary Shares ,United States
TSHA,Taysha Gene Therapies Inc. Common Stock,United States
TSI,TCW Strategic Income Fund Inc. Common Stock,United States
TSLA,Tesla Inc. Common Stock,United States
TSN,Tyson Foods Inc. Common Stock,United States
TSQ,Townsquare Media Inc. Class A Common Stock,United States
TSSI,TSS Inc. Common Stock,United States
TSVT,2seventy bio Inc. Common Stock ,United States
TTAN,ServiceTitan Inc. Class A Common Stock,United States
TTC,Toro Company (The) Common Stock,United States
TTD,The Trade Desk Inc. Class A Common Stock,United States
TTEC,TTEC Holdings Inc. Common Stock,United States
TTEK,Tetra Tech Inc. Common Stock,United States
TTGT,TechTarget Inc. Common Stock,United States
TTI,Tetra Technologies Inc. Common Stock,United States
TTMI,TTM Technologies Inc. Common Stock,United States
TTNP,Titan Pharmaceuticals Inc. Common Stock,United States
TTSH,Tile Shop Holdings Inc. Common Stock,United States
TTWO,Take-Two Interactive Software Inc. Common Stock,United States
TURN,180 Degree Capital Corp. Common Stock,United States
TUSK,Mammoth Energy Services Inc. Common Stock,United States
TVC,Tennessee Valley Authority Common Stock,United States
TVE,Tennessee Valley Authority,United States
TVGN,Tevogen Bio Holdings Inc. Common Stock,United States
TVGNW,Tevogen Bio Holdings Inc. Warrant,United States
TVTX,Travere Therapeutics Inc. Common Stock,United States
TW,Tradeweb Markets Inc. Class A Common Stock,United States
TWFG,TWFG Inc. Class A Common Stock,United States
TWI,Titan International Inc. (DE) Common Stock,United States
TWIN,Twin Disc Incorporated Common Stock,United States
TWLO,Twilio Inc. Class A Common Stock,United States
TWN,Taiwan Fund Inc. (The) Common Stock,United States
TWNP,Twin Hospitality Group Inc. Class A Common Stock,United States
TWO,Two Harbors Investment Corp,United States
TWST,Twist Bioscience Corporation Common Stock,United States
TXG,10x Genomics Inc. Class A Common Stock,United States
TXMD,TherapeuticsMD Inc. Common Stock,United States
TXN,Texas Instruments Incorporated Common Stock,United States
TXNM,TXNM Energy Inc. Common Stock,United States
TXRH,Texas Roadhouse Inc. Common Stock,United States
TXT,Textron Inc. Common Stock,United States
TY,Tri Continental Corporation Common Stock,United States
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States
TYGO,Tigo Energy Inc. Common Stock,United States
TYL,Tyler Technologies Inc. Common Stock,United States
TYRA,Tyra Biosciences Inc. Common Stock,United States
TZOO,Travelzoo Common Stock,United States
TZUP,Thumzup Media Corporation Common Stock,United States
U,Unity Software Inc. Common Stock,United States
UA,Under Armour Inc. Class C Common Stock,United States
UAA,Under Armour Inc. Class A Common Stock,United States
UAL,United Airlines Holdings Inc. Common Stock,United States
UAMY,United States Antimony Corporation Common Stock,United States
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States
UAVS,AgEagle Aerial Systems Inc. Common Stock,United States
